,link,text,user,likes,quotes,retweets,comments,date
433,https://twitter.com/elonmusk/status/1817445081164439900#m,300th reuse of a Falcon rocket boost stage,Elon Musk,97880,382,10296,5184,"Jul 28, 2024 · 6:20 AM UTC"
434,https://twitter.com/elonmusk/status/1817406378534650057#m,,Elon Musk,976280,4920,115893,16916,"Jul 28, 2024 · 3:47 AM UTC"
435,https://twitter.com/SpaceX/status/1817357043386449964#m,Targeting back-to-back @Starlink launches tonight from Florida and California → spacex.com/launches/,SpaceX,10446,66,1181,679,"Jul 28, 2024 · 12:30 AM UTC"
436,https://twitter.com/elonmusk/status/1817357502725407024#m,,Elon Musk,1007411,11015,146207,47999,"Jul 28, 2024 · 12:32 AM UTC"
437,https://twitter.com/elonmusk/status/1817355589074239618#m,Judge Dredd would drive a Cybertruck,Elon Musk,148666,1216,7939,12233,"Jul 28, 2024 · 12:25 AM UTC"
438,https://twitter.com/elonmusk/status/1817337962280927427#m,Fast flame in slow motion,Elon Musk,63616,211,7231,3665,"Jul 27, 2024 · 11:15 PM UTC"
439,https://twitter.com/SpaceX/status/1817310103760179485#m,Full duration static fire of Flight 5 Starship,SpaceX,26150,213,2906,858,"Jul 27, 2024 · 9:24 PM UTC"
440,https://twitter.com/jeffskoll/status/1816300761665409260#m,"Elon Musk STUNS Jordan Peterson https://inv.tux.pizza/x0uiD362T48?si=qe4TkE69HYO6NKDZ via @YouTube  I watched the full 2 hour version of this interview this morning.  This encapsulation by @farzad really hits on the salient points.  It takes arguments about strength and weaknesses in leadership and its effect on society and children to a very clear position, as discussed by two highly intelligent and clear minded people in @jordanbpeterson and @elonmusk.  This conversation makes evident why societal change is necessary and must be discussed, seriously, even if it means supporting people who’s other views you might not agree with.  It is a must watch.",Jeffrey Skoll,11238,65,1912,575,"Jul 25, 2024 · 2:33 AM UTC"
441,https://twitter.com/elonmusk/status/1817280566632251721#m,It is time for the people of Venezuela to have the chance for a better future.   Support Maria Corina!,Elon Musk,434863,7077,87442,19527,"Jul 27, 2024 · 7:27 PM UTC"
442,https://twitter.com/elonmusk/status/1817273424097558989#m,It is,Elon Musk,615486,3110,84527,26359,"Jul 27, 2024 · 6:58 PM UTC"
443,https://twitter.com/elonmusk/status/1817273263761817710#m,"Unless there is more bravery to stand up for what is fair and right, Christianity will perish",Elon Musk,701935,14702,108563,64088,"Jul 27, 2024 · 6:58 PM UTC"
444,https://twitter.com/jeffskoll/status/1817183109114188279#m,"Hi folks.    There was an article in today’s NY Times that reviewed X under the tenure of @elonmusk and @lindayaX (Linda Yaccarino).  It is about a year since Elon hired her to run the company.  The article mostly focuses on financial performance.  In my view, X has become a pleasure to use this year.  I was not a fan of Twitter and generally stayed away from it.  But this year, it has become a daily go to for me.  I like the transparency and the opportunities to say what is on my mind and gauge what the reactions may be.  While not all of the responses are pleasant, at least they are unfiltered and do capture the ethos of free speech that Elon wanted to bring to life.  I’m curious what others think?  1). Is the platform now better as a user experience since Elon / Linda took over?  2). Is the platform about the same in your view?  3). Are things not as good?  If not, what would you do to change things?  Thanks for any thoughts.",Jeffrey Skoll,11164,135,1452,2705,"Jul 27, 2024 · 12:59 PM UTC"
445,https://twitter.com/elonmusk/status/1817224599467147384#m,Save our kids!,Elon Musk,854200,8287,146906,27767,"Jul 27, 2024 · 3:44 PM UTC"
446,https://twitter.com/elonmusk/status/1817129942439641211#m,Super cool Tesla light show!,Elon Musk,222375,1702,23947,10974,"Jul 27, 2024 · 9:28 AM UTC"
447,https://twitter.com/SpaceX/status/1817094986590224446#m,Falcon 9 returns to flight and delivers 23 @Starlink satellites to low-Earth orbit,SpaceX,18299,166,2169,1063,"Jul 27, 2024 · 7:09 AM UTC"
448,https://twitter.com/johnkrausphotos/status/1817076709218197710#m,"FALCON 9 RETURNS TO FLIGHT  This morning’s launch of 23 Starlink satellites, seen here transiting the Moon, was the first since a July 11 second stage anomaly during a Starlink mission from California grounded the Falcon fleet. In just 15 days, SpaceX identified and resolved the issue and now has returned to flight. It’s difficult to contextualize how impressive that is. Even working through an anomaly investigation, that turnaround far exceeds the regular launch frequency of every other launch provider in the world.  It is also an important reminder that spaceflight is never easy and never routine. Pushing the boundaries of physics, spaceflight is unforgiving, and the smallest hardware deficiency can wreak havoc to an entire mission. The small part that failed on the July 11 mission was part of a redundant sensor system, but the downstream effect of this failure prevented a clean ignition for the second stage’s second burn, resulting in the stage unable to circularize its orbit and deploy the Starlink satellites. The short-term resolution was to simply delete the part!  Even as rocket launches become more and more frequent and garner less and less fanfare, there remains countless hard-working individuals and teams making that so. Congrats to all on the hard work.  Sometimes you don’t realize how much something means to you until it’s gone. Welcome back Falcon 9 🚀",John Kraus,16557,167,2046,1027,"Jul 27, 2024 · 5:57 AM UTC"
449,https://twitter.com/SpaceX/status/1817075984358846532#m,Falcon 9 lands on the Just Read the Instructions droneship,SpaceX,15446,89,1774,830,"Jul 27, 2024 · 5:54 AM UTC"
450,https://twitter.com/SpaceX/status/1817073961840386185#m,Falcon 9 lifts off from pad 39A in Florida!,SpaceX,13250,116,1603,674,"Jul 27, 2024 · 5:46 AM UTC"
451,https://twitter.com/Tesla/status/1816880887906070583#m,x.com/i/article/181686587827…,Tesla,8461,209,1373,729,"Jul 26, 2024 · 4:58 PM UTC"
452,https://twitter.com/elonmusk/status/1816974609637417112#m,This is amazing 😂,Elon Musk,930307,26360,219351,60390,"Jul 26, 2024 · 11:11 PM UTC"
453,https://twitter.com/Space_Station/status/1816971312725659810#m,"The City of Light. 🤩🏅  Paris, where the 2024 #Olympics just kicked off, dazzles in these nighttime photos taken from the International Space Station.",International Space Station,12154,145,2022,971,"Jul 26, 2024 · 10:58 PM UTC"
454,https://twitter.com/elonmusk/status/1816958459104907294#m,The Olympics laser show was amazing!,Elon Musk,526797,2503,34502,21121,"Jul 26, 2024 · 10:07 PM UTC"
455,https://twitter.com/cb_doge/status/1816818820956180988#m,𝕏 is now the #1 news app on the AppStore in France 🥇,DogeDesigner,19250,117,2212,1372,"Jul 26, 2024 · 12:52 PM UTC"
456,https://twitter.com/elonmusk/status/1816830681378332972#m,🇫🇷🇫🇷🇫🇷 Vive la France! 🇫🇷🇫🇷🇫🇷  Ville des Lumières #Paris2024,Elon Musk,232527,2224,20974,14214,"Jul 26, 2024 · 1:39 PM UTC"
457,https://twitter.com/Intrstngthings/status/1816508824028872933#m,"The Oort Cloud lies far beyond Pluto and the most distant edges of the Kuiper Belt. While the planets of our solar system orbit in a flat plane, the Oort Cloud is believed to be a giant spherical shell surrounding the Sun, planets and Kuiper Belt Objects. It's like a big, thick bubble around our solar system, made of icy, comet-like objects. The Oort Cloud's icy bodies can be as large as mountains – and sometimes larger.  Because the orbits of long-period comets – which take more than 200 years to orbit the Sun – are so extremely long, scientists suspect that the Oort Cloud is the source of most of those comets. For example, comet C/2013 A1 Siding Spring, which made a very close pass by Mars in 2014, will not return to the inner solar system for about 740,000 years.  The distance from the Sun to the Oort Cloud is so enormous that it’s useful to describe it not in the more common units of miles or kilometers, but astronomical units. One astronomical unit (or AU) is the distance between Earth and the Sun. Pluto’s elliptical orbit carries it as close as 30 AU from the Sun, and as far as 50 AU. The inner edge of the Oort Cloud, however, is thought to be between 2,000 and 5,000 AU from the Sun. The outer edge might be 10,000 or even 100,000 AU from the Sun – that's one-quarter to halfway between the Sun and the nearest neighboring star.  Check these maps for more details :",DamnThatsInteresting,11665,96,1940,894,"Jul 25, 2024 · 4:20 PM UTC"
458,https://twitter.com/MAstronomers/status/1816507200090607752#m,The Oort cloud. Where the solar system ends.,Curiosity,62471,421,7494,1182,"Jul 25, 2024 · 4:14 PM UTC"
459,https://twitter.com/elonmusk/status/1816815174939988305#m,Real-time Olympics info at #Paris2024,Elon Musk,120001,587,11656,8234,"Jul 26, 2024 · 12:37 PM UTC"
460,https://twitter.com/elonmusk/status/1816814086149005495#m,America is headed for bankruptcy fyi,Elon Musk,212729,3667,51323,25003,"Jul 26, 2024 · 12:33 PM UTC"
461,https://twitter.com/WholeMarsBlog/status/1816685149897281620#m,"Last night as Tesla FSD 12.5 drove me home for 45 minutes with zero interventions, I saw two Cybertrucks with 4680 structural packs pass by on Sunset Boulevard.  It was at that moment I realized we have arrived in the future.  Watch in 4K: https://inv.tux.pizza/9l3uDKDRVtI",Whole Mars Catalog,8139,70,1158,580,"Jul 26, 2024 · 4:01 AM UTC"
462,https://twitter.com/elonmusk/status/1816809459341054429#m,CBS lies about Trump lying,Elon Musk,573513,6894,132199,32275,"Jul 26, 2024 · 12:15 PM UTC"
463,https://twitter.com/DimaZeniuk/status/1816369071941685558#m,SpaceX Starship is alien technology,Dima Zeniuk,12596,86,1277,834,"Jul 25, 2024 · 7:05 AM UTC"
464,https://twitter.com/DimaZeniuk/status/1816430284524437876#m,Breathtaking view of Earth from the SpaceX Crew Dragon in orbit 🐉,Dima Zeniuk,36887,302,4235,2347,"Jul 25, 2024 · 11:08 AM UTC"
465,https://twitter.com/elonmusk/status/1816478001884004816#m,Looks like the public is in favor. Will discuss with Tesla board.,Elon Musk,15133,177,1356,2668,"Jul 25, 2024 · 2:17 PM UTC"
466,https://twitter.com/cb_doge/status/1816462154209661262#m,“Now is the time to fight the anti-human woke mind virus with everything!”,DogeDesigner,33114,364,4286,3645,"Jul 25, 2024 · 1:15 PM UTC"
467,https://twitter.com/elonmusk/status/1816469796042735851#m,Olympics!,Elon Musk,764580,1958,56230,14923,"Jul 25, 2024 · 1:45 PM UTC"
468,https://twitter.com/seanpk/status/1816084529423212824#m,Elon Musk open-sourced all of Tesla's patents for other car companies to copy.  Wall Street called it 'dumb' and thought Tesla will be crushed.  Elon was right. Everyone was wrong.  Every entrepreneur needs to understand why he did it and why it worked:🧵,Sean Kelly,39251,432,5155,1662,"Jul 24, 2024 · 12:14 PM UTC"
469,https://twitter.com/cb_doge/status/1816283289692561544#m,𝕏 hack: DM yourself to take notes.,DogeDesigner,6297,88,901,970,"Jul 25, 2024 · 1:24 AM UTC"
470,https://twitter.com/elonmusk/status/1816361038113062950#m,Haha amazing,Elon Musk,96001,244,11995,4332,"Jul 25, 2024 · 6:33 AM UTC"
471,https://twitter.com/elon_docs/status/1816340603954737347#m,"Elon Musk: Environmentalism in the extreme starts to view humans as bad, as a load Earth can't sustain. This is completely false. If you do the numbers, you see that Earth can potentially sustain 10X the population we have today.",ELON DOCS,17800,311,3754,1602,"Jul 25, 2024 · 5:12 AM UTC"
472,https://twitter.com/elonmusk/status/1816360430069076161#m,Literally as far left as it is possible to go!  They’re trying so hard to erase the Internet lmao.   https://x.com/i/trending/1816350392156086687/normal,Elon Musk,307295,2627,79463,15211,"Jul 25, 2024 · 6:30 AM UTC"
473,https://twitter.com/elonmusk/status/1816357504076448006#m,"People who have been lifelong Democrats refuse to accept the clear reality that the Democratic Party is rapidly become openly antisemitic.   This trend is accelerating, not slowing down.   Knock, knock. Hello, Captain Obvious here!",Elon Musk,311207,5389,58662,41081,"Jul 25, 2024 · 6:19 AM UTC"
474,https://twitter.com/elonmusk/status/1816220299198665034#m,Starlink now operating on over 1000 aircraft!   Using Starlink on a plane feels like you’re on a high speed ground fiber connection.,Elon Musk,133525,670,17125,7893,"Jul 24, 2024 · 9:13 PM UTC"
475,https://twitter.com/teslaenergy/status/1816043212617797848#m,Powerwall & @Tesla_Megapack together achieved record storage deployments of 9.4 GWh in Q2,Tesla Energy,10197,104,1477,966,"Jul 24, 2024 · 9:30 AM UTC"
476,https://twitter.com/imPenny2x/status/1815965741004513587#m,Five simple ways to support free speech:  〰️Sign up for Premium or Premium Plus 〰️Engage with your favorite news accounts 〰️Support 𝕏 advertisers 〰️Convince your friends to join 𝕏 〰️Report stories yourself from on scene,Penny2x,9258,145,1383,1317,"Jul 24, 2024 · 4:22 AM UTC"
477,https://twitter.com/elonmusk/status/1815935926096232753#m,Cool,Elon Musk,126057,521,18035,7026,"Jul 24, 2024 · 2:23 AM UTC"
478,https://twitter.com/elonmusk/status/1815930558708363717#m,Shouldn’t the nominee be decided by a party vote? Democracy etc …,Elon Musk,680251,5707,112952,36318,"Jul 24, 2024 · 2:02 AM UTC"
479,https://twitter.com/elonmusk/status/1815929451256979636#m,"About 3 weeks ago, the media told you that Biden was “sharp as a tack” 🙄   2 days ago, the poor guy was basically forced at gunpoint to resign as Dem nominee. His staff weren’t even informed.  Now they say Kamala is the best thing ever 🤦‍♂️",Elon Musk,654554,8726,137104,44392,"Jul 24, 2024 · 1:58 AM UTC"
480,https://twitter.com/elonmusk/status/1815907844434112999#m,"Should Tesla invest $5B into @xAI, assuming the valuation is set by several credible outside investors?  (Board approval & shareholder vote are needed, so this is just to test the waters)",Elon Musk,47914,1482,10197,19759,"Jul 24, 2024 · 12:32 AM UTC"
481,https://twitter.com/Starlink/status/1815881657897083273#m,Once passengers step onboard the plane the internet works seamlessly throughout their flight 🛰️✈️❤️,Starlink,11286,55,1360,691,"Jul 23, 2024 · 10:48 PM UTC"
482,https://twitter.com/HawaiianAir/status/1815859862762578024#m,"""""Hawaiian Airlines' SpaceX Starlink satellite experience has spoiled me for in-flight WiFi."" https://www.travelweekly.com/Hawaii-Travel/Insights/Hawaiian-Airlines-Starlink-WiFi-is-a-winner via @TravelWeeklyUS",Hawaiian Airlines,7371,30,932,330,"Jul 23, 2024 · 9:21 PM UTC"
483,https://twitter.com/elonmusk/status/1815862269722415388#m,Tesla earnings livestream,Elon Musk,33825,154,6545,2865,"Jul 23, 2024 · 9:31 PM UTC"
484,https://twitter.com/elonmusk/status/1815861901395382520#m,Starlink is now active in a Gaza hospital with the support of @UAEmediaoffice and @Israel,Elon Musk,262209,4082,24423,18155,"Jul 23, 2024 · 9:29 PM UTC"
485,https://twitter.com/elonmusk/status/1815846057328161172#m,Tesla quarterly update,Elon Musk,96596,266,11896,4482,"Jul 23, 2024 · 8:26 PM UTC"
486,https://twitter.com/cb_doge/status/1815763807613980849#m,"Bring your video content to 𝕏   ~8.2B daily video views in Q2, up +45% year over year.",DogeDesigner,7654,57,1197,1075,"Jul 23, 2024 · 3:00 PM UTC"
487,https://twitter.com/MarioNawfal/status/1815613767197008147#m,"🚨 SATURN HAS 146 MOONS MORE THAN ANY OTHER PLANET IN OUR SOLAR SYSTEM   Saturn has 146 moons, the most of any planet, with sizes ranging from larger than Mercury (Titan) to as small as a sports arena.   Enceladus, one of its smaller moons, has a global ocean beneath an icy shell.   These moons influence Saturn's rings and magnetosphere and are key targets for future deep space missions.   Some were discovered by notable astronomers like G.D. Cassini and W. Herschel, and many are recognized by the International Astronomical Union (IAU).  Source: NASA Media Source: @latestinspace",Mario Nawfal,17881,191,3119,1674,"Jul 23, 2024 · 5:03 AM UTC"
488,https://twitter.com/elonmusk/status/1815595311177334944#m,Might be one day,Elon Musk,509280,1322,39153,15784,"Jul 23, 2024 · 3:50 AM UTC"
489,https://twitter.com/Jason/status/1815521423559213074#m,"I’m 100% in support of adults pursuing whatever gender they please, by whatever means they like.   More power to you!   However, we will look back at this time, when doctors and “professionals” pressured parents to perform surgery and give hormones to *children*, with great shame and regret.    The detransition stories are just starting, and they are devastating.   These stories always include the parents and children being bullied into making irreversible decisions.  They make decisions they don’t fully understand but are told will solve a complex problem. However, in most cases, this “problem” is solved best with love, compassion, counseling, and time.   Adolescence is challenging 100% of the time, as we all have experienced.   Imagine your darkest and most confusing moment as a teenager. Now, imagine a group of authorities telling you that your gender confusion causes all your pain and that you can solve all of that pain with surgery and hormones.   Now imagine the state of California acting to hide this child’s struggle from their parents — and then pursuing a gender transition covertly with the child.   That is the crime that is happening right now.   We don’t let kids smoke vapes or drink until they are fully informed of the ramifications of those decisions as adults  — yet we put them on puberty blockers and have them do surgery to change their gender as teenagers?   What is the rush?   There isn’t one, so they tell the parents, “Your child will kill themselves if they don’t transition.”  This is pure evil.   There are no parents who agree with this, there are only bullied and confused parents… and that needs to end now.   I say this with unlimited compassion and love for any child or family dealing with gender dysphoria.   Please speak up parents.   https://nt.vern.cc/TPostMillennial/status/1815501775191064813/video/1",@jason,36619,454,5786,2829,"Jul 22, 2024 · 10:56 PM UTC"
490,https://twitter.com/cb_doge/status/1815382539596599431#m,I strongly recommend everyone to create/join and contribute towards the communities of your interest on 𝕏,DogeDesigner,6886,31,1123,680,"Jul 22, 2024 · 1:45 PM UTC"
491,https://twitter.com/SpaceX/status/1815507754083369451#m,Falcon 9 was selected by @NASA to launch @NOAA’s latest polar weather satellite! nasa.gov/news-release/nasa-a…,SpaceX,15669,114,2140,906,"Jul 22, 2024 · 10:02 PM UTC"
492,https://twitter.com/elonmusk/status/1815460900624818311#m,Talking with Jordan in 5 mins,Elon Musk,115228,781,14845,7767,"Jul 22, 2024 · 6:56 PM UTC"
493,https://twitter.com/elonmusk/status/1815451522748010786#m,"Where are we with dollar value destruction, you might ask?",Elon Musk,252720,3873,41685,13815,"Jul 22, 2024 · 6:19 PM UTC"
494,https://twitter.com/elonmusk/status/1815451251020308924#m,They should actually teach this in biz school,Elon Musk,434711,1700,37796,5809,"Jul 22, 2024 · 6:18 PM UTC"
495,https://twitter.com/elonmusk/status/1815445906361381366#m,Yes,Elon Musk,26904,87,2663,1989,"Jul 22, 2024 · 5:56 PM UTC"
496,https://twitter.com/elonmusk/status/1815443146014171281#m,America is going bankrupt btw,Elon Musk,265274,4909,62548,28861,"Jul 22, 2024 · 5:45 PM UTC"
497,https://twitter.com/Tesla_Megapack/status/1815413445715792277#m,France’s first large-scale 2-hour battery system will be built by @Harmony_Energy_  and will feature 100 MW / 200 MWh of Megapacks,Tesla Megapack,6703,59,955,467,"Jul 22, 2024 · 3:47 PM UTC"
498,https://twitter.com/elonmusk/status/1815343430509199623#m,,Elon Musk,113108,689,10208,6592,"Jul 22, 2024 · 11:09 AM UTC"
499,https://twitter.com/cb_doge/status/1815341309294456878#m,xAI is hiring!  You can find the available job roles by visiting their 𝕏 profile @xai and directly apply from there.,DogeDesigner,6850,58,1176,692,"Jul 22, 2024 · 11:01 AM UTC"
500,https://twitter.com/elonmusk/status/1815341263102804072#m,This is a significant advantage in training the world’s most powerful AI by every metric by December this year,Elon Musk,12902,89,1146,688,"Jul 22, 2024 · 11:00 AM UTC"
501,https://twitter.com/elonmusk/status/1815340648779702650#m,"But definitely looking to increase our human talent advantage, so please apply at @xAI, as well as @Tesla and @X",Elon Musk,30563,130,3938,1885,"Jul 22, 2024 · 10:58 AM UTC"
502,https://twitter.com/elonmusk/status/1815330372143435778#m,Join @xAI (or @X) to help build maximally truth-seeking & curious AI to understand the nature of the Universe!,Elon Musk,21610,139,2710,2145,"Jul 22, 2024 · 10:17 AM UTC"
503,https://twitter.com/elonmusk/status/1815325410667749760#m,"Nice work by @xAI team, @X team, @Nvidia & supporting companies getting Memphis Supercluster training started at ~4:20am local time.  With 100k liquid-cooled H100s on a single RDMA fabric, it’s the most powerful AI training cluster in the world!",Elon Musk,85059,998,8225,4305,"Jul 22, 2024 · 9:57 AM UTC"
504,https://twitter.com/elonmusk/status/1815278943148167315#m,Sure did,Elon Musk,602338,3713,55858,15870,"Jul 22, 2024 · 6:53 AM UTC"
505,https://twitter.com/elonmusk/status/1815271887989297229#m,The ratings – if this reality were an alien Netflix series  – would be through the roof,Elon Musk,154984,685,11806,5674,"Jul 22, 2024 · 6:25 AM UTC"
506,https://twitter.com/ajtourville/status/1815242896473575457#m,Gell-Mann Amnesia,ALEX,7999,43,1347,323,"Jul 22, 2024 · 4:30 AM UTC"
507,https://twitter.com/elonmusk/status/1815256195009028318#m,Timing was perfect 🤌,Elon Musk,174648,438,16970,4508,"Jul 22, 2024 · 5:22 AM UTC"
508,https://twitter.com/elonmusk/status/1815225115803603237#m,Worth following @X,Elon Musk,26357,124,2683,2525,"Jul 22, 2024 · 3:19 AM UTC"
509,https://twitter.com/elonmusk/status/1815205873846796378#m,Poor Fredo,Elon Musk,277900,1376,29070,11012,"Jul 22, 2024 · 2:02 AM UTC"
510,https://twitter.com/X/status/1815153291833253906#m,can’t stop refreshing the timeline,X,24341,246,2220,1918,"Jul 21, 2024 · 10:34 PM UTC"
511,https://twitter.com/elonmusk/status/1815193874366640591#m,Imagine 4 years of this …,Elon Musk,786283,10552,114637,60856,"Jul 22, 2024 · 1:15 AM UTC"
512,https://twitter.com/elonmusk/status/1815193264959488317#m,Grok is being trained in Memphis,Elon Musk,8482,82,825,812,"Jul 22, 2024 · 1:12 AM UTC"
513,https://twitter.com/elonmusk/status/1815193067491676589#m,https://x.com/i/grok/share/6SlYVYpOw6I2tqDMahiF9sAB7,Elon Musk,19179,135,2387,1351,"Jul 22, 2024 · 1:12 AM UTC"
514,https://twitter.com/elonmusk/status/1815187468691316946#m,High time for an AI fashion show,Elon Musk,1212151,16958,158835,34457,"Jul 22, 2024 · 12:49 AM UTC"
515,https://twitter.com/elonmusk/status/1815180506226368783#m,Hawk Ptah,Elon Musk,154239,1701,11887,7087,"Jul 22, 2024 · 12:22 AM UTC"
516,https://twitter.com/elonmusk/status/1815139744860528843#m,https://x.com/i/grok/share/rCahQGHCET5qYCJRTehIzoxRr,Elon Musk,43507,425,4530,3759,"Jul 21, 2024 · 9:40 PM UTC"
517,https://twitter.com/xDaily/status/1815109082480832734#m,"ANALYSIS: Despite media claims that 𝕏 is now ""irrelevant"", Biden choose to announce that he's dropping out on this platform first.  Infact, many Biden staff have reportedly heard the news from reading the post here.",X Daily News,20779,171,3150,1113,"Jul 21, 2024 · 7:38 PM UTC"
518,https://twitter.com/elonmusk/status/1815107118120268148#m,"Leaders should post directly, not hand the role to intermediaries. That is what works best.   Mistakes will be made, but that’s what proves it’s real. People want authenticity.",Elon Musk,99642,559,12474,4305,"Jul 21, 2024 · 7:30 PM UTC"
519,https://twitter.com/elonmusk/status/1815106699981975853#m,𝕏 is a meme goldmine rn,Elon Musk,94694,388,8636,3381,"Jul 21, 2024 · 7:28 PM UTC"
520,https://twitter.com/elonmusk/status/1815105968381820966#m,White House aides learned Biden was dropping out by reading 𝕏,Elon Musk,251473,1952,35651,9942,"Jul 21, 2024 · 7:26 PM UTC"
521,https://twitter.com/elonmusk/status/1815101282367009275#m,They are so slow,Elon Musk,72550,232,5665,3032,"Jul 21, 2024 · 7:07 PM UTC"
522,https://twitter.com/elonmusk/status/1815098272849056151#m,æsthetics matter there should be  a beauty to the flow of thought on 𝕏,Elon Musk,158408,2083,12116,15893,"Jul 21, 2024 · 6:55 PM UTC"
523,https://twitter.com/elonmusk/status/1815094571497595108#m,Simple incentives explain almost everything. A complex explanation is rarely needed.,Elon Musk,147233,548,24979,4635,"Jul 21, 2024 · 6:40 PM UTC"
524,https://twitter.com/elonmusk/status/1815092002083471731#m,"I believe in an America that maximizes individual freedom and merit.   That used to be the Democratic Party, but now the pendulum has swung to the Republican Party.",Elon Musk,75924,661,9690,4956,"Jul 21, 2024 · 6:30 PM UTC"
525,https://twitter.com/elonmusk/status/1815091075431678146#m,"My smartest friends, including those living in the San Francisco Bay Area who have been lifelong Dems, are excited about Trump/Vance",Elon Musk,347520,4331,46075,25645,"Jul 21, 2024 · 6:26 PM UTC"
526,https://twitter.com/VivekGRamaswamy/status/1815088765343502375#m,We’re not running against a candidate. We’re running against a system.,Vivek Ramaswamy,295924,2805,50520,7412,"Jul 21, 2024 · 6:17 PM UTC"
527,https://twitter.com/elonmusk/status/1815088457007718716#m,😂😂,Elon Musk,605674,2449,57123,16149,"Jul 21, 2024 · 6:16 PM UTC"
528,https://twitter.com/elonmusk/status/1815087759838806200#m,Exactly,Elon Musk,302744,2636,58840,19161,"Jul 21, 2024 · 6:13 PM UTC"
529,https://twitter.com/cb_doge/status/1815027701708722605#m,I use the 𝕏 app to make calls when I don't want to share my phone number with someone.,DogeDesigner,8726,76,1190,832,"Jul 21, 2024 · 2:15 PM UTC"
530,https://twitter.com/elonmusk/status/1815053805077086351#m,Whoa,Elon Musk,196698,1344,39417,8665,"Jul 21, 2024 · 3:58 PM UTC"
531,https://twitter.com/elonmusk/status/1815053281925767571#m,!,Elon Musk,216080,1556,51987,10067,"Jul 21, 2024 · 3:56 PM UTC"
532,https://twitter.com/elonmusk/status/1815036854267265028#m,Change the programs that someone else put in your mind,Elon Musk,270033,1662,40819,8316,"Jul 21, 2024 · 2:51 PM UTC"
533,https://twitter.com/elonmusk/status/1814686582361743772#m,Collective power,Elon Musk,50141,438,6572,5075,"Jul 20, 2024 · 3:39 PM UTC"
534,https://twitter.com/iam_smx/status/1814367379960344645#m,"Elon Musk showing Gayle King the Boring Company tunnels that will solve traffic problems in congested cities, driving through these tunnels one can go over 100Mph, the tunnels are gas proof, earthquake proof and much more, tunnels are extremely safe under all circumstances.",SMX 🇺🇸,27873,545,4098,2662,"Jul 19, 2024 · 6:31 PM UTC"
535,https://twitter.com/elonmusk/status/1814677401051320796#m,Question the blob narrative,Elon Musk,63785,496,15438,3676,"Jul 20, 2024 · 3:03 PM UTC"
536,https://twitter.com/elonmusk/status/1814676935588344300#m,Best AI video to date!,Elon Musk,584145,5612,88839,23872,"Jul 20, 2024 · 3:01 PM UTC"
537,https://twitter.com/XData/status/1814423004345978926#m,"The world tuned in to this year's Republican National Convention, generating a high volume of conversation amongst US voters and far beyond.",Data,9572,68,1711,462,"Jul 19, 2024 · 10:12 PM UTC"
538,https://twitter.com/elonmusk/status/1814666180356878703#m,"And now it is time for America to reach far greater heights by sending astronauts to Mars!  Ultimately, anyone who wants to be a space traveler and help build a new civilization on Mars should be able to do so.  That is an inspiring future!",Elon Musk,206286,2372,23425,23325,"Jul 20, 2024 · 2:18 PM UTC"
539,https://twitter.com/NASA/status/1814662047453290649#m,"""The Eagle has landed.""  On July 20, 1969 — 55 years ago today — #Apollo11 touched down on the Moon.",NASA,93426,4112,20528,7508,"Jul 20, 2024 · 2:02 PM UTC"
540,https://twitter.com/elonmusk/status/1814660865255158080#m,,Elon Musk,90726,674,15645,3775,"Jul 20, 2024 · 1:57 PM UTC"
541,https://twitter.com/elonmusk/status/1814657489297719696#m,"AB 1955, authored by pedophile-apologist Scott Wiener and which @GavinNewsom just signed into law in California, is a child predators dream",Elon Musk,129545,1832,36550,8738,"Jul 20, 2024 · 1:43 PM UTC"
542,https://twitter.com/MarioNawfal/status/1814609694431862823#m,"ELON: WOKENESS GIVES MEAN PEOPLE A SHIELD TO BE MEAN AND CRUEL  At its heart, wokeness is divisive, exclusionary and hateful.  It basically gives mean people a reason, gives them a shield to be mean and cruel, armored in false virtue.  Source: The Babylon Bee, December 2021",Mario Nawfal,23975,246,4879,977,"Jul 20, 2024 · 10:33 AM UTC"
543,https://twitter.com/elonmusk/status/1814656423378182275#m,Make America Greater Again,Elon Musk,409127,2534,28328,12154,"Jul 20, 2024 · 1:39 PM UTC"
544,https://twitter.com/elonmusk/status/1814550221361119328#m,,Elon Musk,217885,2258,31566,6952,"Jul 20, 2024 · 6:37 AM UTC"
545,https://twitter.com/jamesdouma/status/1814143486461178289#m,My car just drove me from SF to LA.  I just sat there with my hands in my lap and watched the road for 6.5 hours. It felt unreal. Hands-free is a bigger change than I expected.,jimmah,13872,151,1322,937,"Jul 19, 2024 · 3:41 AM UTC"
546,https://twitter.com/matiroy9/status/1814531509652758588#m,"Last month I joined xAI as an AI Tutor Project Lead! This is truly the best in many ways!  We're currently hiring for roles across the full stack--check that out: https://x.ai/careers  My team is notably looking for project leads, managers, and AI tutors (generalist, japanese-speaking, and coders) to support our human data program.  xAI is great in many ways, some of which are probably not super legible from the outside at the moment, so please reach out to me if you have any questions. The team is highly capable, we're up to great things, are likely to be 1 of the top companies that make it to AGI, have a good orientation towards safety, and we recently raised 6 billion dollars.",Mati Roy,3907,25,690,353,"Jul 20, 2024 · 5:23 AM UTC"
